rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
12,doi:10.56028/aetr.15.1.1423.2025,RT-2: Vision-Language-Action Models for Generalizable Robotic Control: A Comprehensive Review,2025,Advances in Engineering Technology Research,https://doi.org/10.56028/aetr.15.1.1423.2025,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
13,doi:10.54254/2755-2721/2025.tj22524,Vision-Language Model Security in Autonomous Driving: A Survey,2025,Applied and Computational Engineering,https://doi.org/10.54254/2755-2721/2025.tj22524,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
14,arxiv:2409.12514v5,"TinyVLA: Towards Fast, Data-Efficient Vision-Language-Action Models for Robotic Manipulation",2024,arXiv,http://arxiv.org/abs/2409.12514v5,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
15,doi:10.1109/cvpr52733.2024.02497,"Unified-IO 2: Scaling Autoregressive Multimodal Models with Vision, Language, Audio, and Action",2024,2024 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52733.2024.02497,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
16,doi:10.1177/0278364913491297,Vision meets robotics: The KITTI dataset,2013,The International Journal of Robotics Research,https://doi.org/10.1177/0278364913491297,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
17,doi:10.1109/cvpr52729.2023.02228,MAP: Multimodal Uncertainty-Aware Vision-Language Pre-training Model,2023,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52729.2023.02228,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
18,doi:10.1126/scirobotics.adl0628,NeuralFeels with neural fields: Visuotactile perception for in-hand manipulation,2024,Science Robotics,https://doi.org/10.1126/scirobotics.adl0628,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
19,arxiv:2603.06987v1,Foundational World Models Accurately Detect Bimanual Manipulator Failures,2026,arXiv,http://arxiv.org/abs/2603.06987v1,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
20,arxiv:2506.01844v1,SmolVLA: A Vision-Language-Action Model for Affordable and Efficient Robotics,2025,arXiv,http://arxiv.org/abs/2506.01844v1,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
21,arxiv:2506.19850v1,Unified Vision-Language-Action Model,2025,arXiv,http://arxiv.org/abs/2506.19850v1,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
22,doi:10.3390/sym18030394,PI-VLA: Adaptive Symmetry-Aware Decision-Making for Long-Horizon Vision–Language–Action Manipulation,2026,Symmetry,https://doi.org/10.3390/sym18030394,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
23,doi:10.3390/app152312642,MVL-Loc: Leveraging Vision-Language Model for Generalizable Multi-Scene Camera Relocalization,2025,Applied Sciences,https://doi.org/10.3390/app152312642,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
24,doi:10.2196/55508,Assessing the Utility of Multimodal Large Language Models (GPT-4 Vision and Large Language and Vision Assistant) in Identifying Melanoma Across Different Skin Tones,2024,JMIR Dermatology,https://doi.org/10.2196/55508,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
25,doi:10.1109/swc65939.2025.00094,M3ET: Efficient Vision-Language Learning for Robotics based on Multimodal Mamba-Enhanced Transformer,2025,2025 IEEE Smart World Congress (SWC),https://doi.org/10.1109/swc65939.2025.00094,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
26,doi:10.1145/3746267.3768968,The Evolution of Multimodal Embodied Intelligence: Cutting-Edge Exploration in Empowering Soft Robotics,2025,Proceedings of the 1st International Workshop on Vision-Language in Soft Robot,https://doi.org/10.1145/3746267.3768968,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
27,doi:10.1109/iavvc63304.2024.10786438,DriveGenVLM: Real-world Video Generation for Vision Language Model based Autonomous Driving,2024,2024 IEEE International Automated Vehicle Validation Conference (IAVVC),https://doi.org/10.1109/iavvc63304.2024.10786438,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
28,doi:10.1109/cvpr52734.2025.01934,STING-BEE : Towards Vision-Language Model for Real-World X-ray Baggage Security Inspection,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),https://doi.org/10.1109/cvpr52734.2025.01934,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
29,arxiv:2601.07821v1,Failure-Aware RL: Reliable Offline-to-Online Reinforcement Learning with Self-Recovery for Real-World Manipulation,2026,arXiv,http://arxiv.org/abs/2601.07821v1,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
30,arxiv:2512.01946v3,Scaling Cross-Environment Failure Reasoning Data for Vision-Language Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2512.01946v3,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
31,arxiv:2506.20566v1,HRIBench: Benchmarking Vision-Language Models for Real-Time Human Perception in Human-Robot Interaction,2025,arXiv,http://arxiv.org/abs/2506.20566v1,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
32,doi:10.1109/jstsp.2024.3416841,When Vision Meets Touch: A Contemporary Review for Visuotactile Sensors from the Signal Processing Perspective,2024,arXiv,http://arxiv.org/abs/2406.12226v1,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
33,doi:10.4018/979-8-3373-7315-7.ch003,Multimodal Fusion Architectures for Clinical Vision Language Models,2026,Advances in Computational Intelligence and Robotics Vision Language Models for Next-Generation Healthcare,https://doi.org/10.4018/979-8-3373-7315-7.ch003,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
34,doi:10.4018/979-8-3373-7315-7.ch005,Persistent Homology as a Diagnostic Lens in Vision-Language Medical Systems,2026,Advances in Computational Intelligence and Robotics Vision Language Models for Next-Generation Healthcare,https://doi.org/10.4018/979-8-3373-7315-7.ch005,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
35,doi:10.1142/s0219843626400062,WLMMF- Wireless Multimodal Fusion of mm-Wave Radar and Vision for Real-Time Human Action Recognition (RT-HAR) in Mobile Robotics (MR),2026,International Journal of Humanoid Robotics,https://doi.org/10.1142/s0219843626400062,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
36,doi:10.38094/jastt71658,Integrating Vision and Language: An Improved VAD Model,2026,Journal of Applied Science and Technology Trends,https://doi.org/10.38094/jastt71658,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
37,doi:10.3390/s26113541,Sensing the Action: Rethinking Sensor Modalities and Multi-Modal Fusion in Vision–Language–Action Models for Robotic Manipulation,2026,Sensors,https://doi.org/10.3390/s26113541,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
38,doi:10.20944/preprints202606.0425.v1,The Evaluation Bottleneck of Vision-Language-Action Models: A Evaluation-Centric Survey,,,https://doi.org/10.20944/preprints202606.0425.v1,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
39,doi:10.1609/aaai.v28i1.8865,PREGO: An Action Language for Belief-Based Cognitive Robotics in Continuous Domains,2014,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v28i1.8865,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
40,arxiv:2602.03973v1,VLS: Steering Pretrained Robot Policies via Vision-Language Models,2026,arXiv,http://arxiv.org/abs/2602.03973v1,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
41,arxiv:2502.19645v2,Fine-Tuning Vision-Language-Action Models: Optimizing Speed and Success,2025,arXiv,http://arxiv.org/abs/2502.19645v2,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
42,arxiv:2603.12510v3,Red-Teaming Vision-Language-Action Models via Quality Diversity Prompt Generation for Robust Robot Policies,2026,arXiv,http://arxiv.org/abs/2603.12510v3,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
43,doi:10.20965/jrm.2025.p0374,SuctionPrompt: Visual-Assisted Robotic Picking with a Suction Cup Using Vision-Language Models and Facile Hardware Design,2025,Journal of Robotics and Mechatronics,https://doi.org/10.20965/jrm.2025.p0374,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
44,doi:10.1016/j.isprsjprs.2025.06.003,LHRS-Bot-Nova: Improved multimodal large language model for remote sensing vision-language interpretation,2025,ISPRS Journal of Photogrammetry and Remote Sensing,https://doi.org/10.1016/j.isprsjprs.2025.06.003,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
45,doi:10.1609/aaai.v40i22.38886,NaVLA$^2$: A Vision-Language-Audio-Action Model for Multimodal Instruction Navigation,2026,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i22.38886,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
46,doi:10.3390/robotics15010017,Multimodal Control of Manipulators: Coupling Kinematics and Vision for Self-Driving Laboratory Operations,2026,Robotics,https://doi.org/10.3390/robotics15010017,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
47,doi:10.1007/s10278-024-01051-8,ConTEXTual Net: A Multimodal Vision-Language Model for Segmentation of Pneumothorax,2024,Journal of Imaging Informatics in Medicine,https://doi.org/10.1007/s10278-024-01051-8,Addresses multimodal robot world models or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Visuotactile world model disagreement keeps action-critical alternatives explicit until a physical observation collapses them.
